id,review,helpfulness
1760,"Even I was fooled into buying this organic vegetable paste (made from seasoned, concentrated vegetables with no MSG!).  Autolyzed yeast paste (the third ingredient) IS MSG.  Also soy sauce (the fifth ingredient) contains MSG, also autolyzed yeast extract (the ninth ingredient) is MSG, and the seventh ingredient, natural flavor, can include MSG.  Basically you think you are buying a healthy organic product with no MSG when in fact you are buying MSG (with a few healthy vegetables mixed in). It is criminal to be able to market this product as having no MSG.  When is health going to take precedence over profit?  Shame on us.",0
1761,"I don't know why anyone would ever use those little liquid food colors again after trying these pastes. The colors are more intense, and you can easily blend lovely shades for your icings. <p>Martha Stewart shows wonderful seasonal cookies from time to time on her TV show. A simple eggwhite-sugar icing on cookies in exciting colors makes such a wonderful table decoration as well as great dessert for parties, teas and other events. These paste colors are a must if you like to make frosted cookies or party cakes. <p>And these are especially fun if you have kids. A cookie-icing contest is a fun event for a birthday party, Christmas party or just a rainy afternoon.",1
1762,"Dogs are omnivores, meaning they can survive on a vegetarian diet, but by no means will they thrive without the inclusion of animal proteins. If you are genuinely concerned about the moral implications of a dog's diet and choose to feed this to your dogs, I would STRONGLY suggest supplementing this food with free range eggs, sustainably harvested sardines, or some other source of animal protein that you deem morally acceptable.<br /><br />I have vegetarian friends who feed their dogs this and other formulas, and when compared to my lab, who is fed a high- protein, grain- free dog food, they almost look abused. Literally, they are all very slim and their fur is coarse and patchy, as opposed to my dog, who is muscular, with fur is as soft as cotton, and as happy as can be.<br /><br />If you want an all- inclusive dog food that will handle your dog's nutritional needs, this is not the dog food for you. That said, if your morals won't allow you to use a dog food with named meat products as the top ingredients (and there are organic varieties), then this may be a good option for you. Please, just remember to supplement with some form of animal protein every time you feed.",0
1763,"MSG is the sodium salt of the amino acid glutamic acid and a form of glutamate. It is sold as a fine white crystal substance, similar in appearance to salt or sugar. It does not have a distinct flavor of its own, and how it adds flavor to other foods is not fully understood. Many scientists believe that MSG stimulates glutamate receptors in the tongue to augment meat-like flavors. -- FDA",0
1764,"I love this popcorn, and with the subscription savings of 15% and free shipping that you get on subscription products, this stuff is a bargain.<br /><br />I used to use th 4oz kits with my Whirley Pop and it made delicious popcorn every time.  I moved to the 8oz bags when my Matinee Movie 8oz popper arrived from Discount Tommy.  The 8oz bags have nearly twice the yield of the 4 oz kits and are less than 4 dollars a case more (Thats only .16 more a kit for double the batch)<br /><br />My 8oz popper creates a little more old maids because the kettle is designed to spit out the corn on the bottom of the tray as it pops.<br /><br />The 8oz kit is a bit big for home use unless you actually have a commercial style popper.  There are very few oil based poppers (electric or stove) that can handle the yield of these kits, and if you have a Whirly Pop or Stir Crazy then I would get the 4oz kits.<br /><br />If you have a commercial style 8oz popper I would totally recommend these.<br /><br />The funny thing is that the 4oz kits have instructions for hot air machines.  They say just don't use the oil.  Are you kidding me!?!?  It's the coconut oil and the butter salt that give this stuff it's ""movie theatre"" taste.<br /><br />Buying this stuff for a hot air machine is just plain dumb.  Well, using a hot air machine for popcorn is just plain dumb, but that's just my opinion....  ;-)",1
1765,"I recieved these as a gift from a friend who knows I love rice and grains. I've been cooking grains 'forever'. I buy 20 lb. bags of Carolina or Riceland rice for less than $00.60 lb. They are better tasting than these 'select rices' and I fill them into my own canisters.At about $4.50 per 2 lb. jar -how good do you expect this to be?  Yes,the jars are cute, but I recycle similar jars from other foods that might otherwise be tossed in the garbage! Save your money, it's not worth it.",0
1766,"From Manitoba Harvest: Cross contamination can occur in pesticide free (non organic grown seed) as wind blow or sharing of trucks, equipment or storage bins can occur. For peace of mind buy certified organic as farmers pay attention to detail, don't share equipment or bins, and are monitored strictly so they are paid a higher prices per pound. There's a difference in what kind of fertilizer is used on the land. Our organic seeds come from certified organic land which uses alfalfa as fertilizer, while our pesticide-free seed farmers have the option of using a synthetic topical on the soil, very much the same as liquid plant food you can buy for your house. This synthetic topical is man-made and not organic, which is why our Pesticide-Free product line cannot be certified organic.<br /><br />Also the tubs are gigantic which makes storing a pain. I've gotten a couple of tubs that needed to be cut open because it wasn't perforated and they couldn't be resealed which also was a problem because the product couldn't stay fresh. They need to stick with the resealable bags and jars rather than these tubs. Cheap is not always worth it that's for sure. I'll stick to true organic in bags that take up little space.",0
1767,"So this is sea salt, with added activated charcoal.<br /><br />Now I have nothing against activated charcoal -- it is indeed a miracle product and one of the few 'medicines' I have in the house.<br /><br />But, it will leach minerals and nutrients from what ever it is added to.  That is why it is part of the 'universal antidote'. (google this for more info).<br /><br />So, I use it topically for poisons  (insect bites ) and internally for some sicknesses, but never as part of my daily diet.<br /><br />This could be a poster product for the 'style over substance' culture...",0
1768,"Okay, yes, they are good. However, when my package arrived, the box had been opened and didn't look full. So, I counted them.  There were 87, not 100.  (and there were none loose in the box among the other items.) I guess the ""box packer"" got hungry and decided to eat a few. not cool.<br /><br />Follow up:  Amazon was great about my complaint about the number!  They sent a new box right away.  thanks! and I would order again.",0
1769,Same as the other people with cancelled orders but then Amazon decided to go one worse and send me a recommended items email.  The recommended item was this product.  Cancel my order after weeks of waiting and then taunt me with an email? Nice.,0
1770,After receiving a very timely shipment I also was very dismayed to find out that I cannot use this honey powder because it contains wheat.  I had specifically checked the ingredients before purchasing; saying it is powdered honey is not accurate -- that's not the only ingredient!,1
1771,"Use a saucepan -- cut up the fruit, add a bit of water, cover. Steam for about 10 min. Use the immersion blender right in the saucepan or in a tall cup. Voila. Baby food! for about $20. I was worried too, but just gave it a shot, and it was a breeze and baby loves his applesauce! If you are doing sweet potato, just bake it for an hour first. It should be nice and soft. And about the same amount of dishes to clean as this thing. Plus it takes up less space.",0
1772,"A haunting movie in which everything is played for laughs.<br /><br />There are no serious moments, deep introspections, revelations, life reviews, insights into life's purpose, etc. It is a non-stop gimmicks, special effects, sight gags, visual fluff suitable for the younger set.<br /><br />The hero and heroine drown together in a car accident, discover they are dead and back in their dearly beloved house. They can't leave because there are monsters outside. Their peace in interrupted by the new owners who decide to redo the place in a ridiculous gaudy style. They notice an unexpected book ""The Handbook for the recently deceased."" on the nightstand which serves as their guide to their new situation. Through it they discover how to reach their ""caseworker"" and an obnoxious haunter named Beetlejuice<br /><br />who might be able to help them remove the new occupants. Everything they try fails to work and in the end they accept the new owners. The owner's daughter becomes closer to them than her step-parents providing the child they always wanted and couldn't have. Other than the idea that they can not see themselves in a mirror and that the new owners cannot see them (except the daugthter), there is little we learn about the afterlife here. We see a couple brief scenes of the caseworker's office which can only be described as depressing. Worst movie I have seen in a long time.",0
1773,"I've opened 4 of the 8 packages of Greenies, one was rancid.  My cat started vomiting after eating the Salmon Greenies. I compared them with another package only to find that they had yellow-orange spots instead of being entirely green.  I smelled them and they smelled different too.  Normally Greenies are great treats for my cats but rancid products are not acceptable. EntirelyPets and other suppliers have to be aware of the age of the product they are selling according to when they buy it from<br />Greenies.  I could not find an expiration date on the packages.  Greenies is manufactured by S&M Nutec and they should be providing expiration dates.",1
1774,"It really has an excellent flavor. Most of the Japanese people I have asked prefer it over any other brand. If you want Japanese Mayonaise, this it the best.",1
1775,"I am one of those people who MUST have popcorn when I go to a movie. Many times, its my favorite part of the movie.<br /><br />So, I finally bought a movie style popcorn popper because I didnt like the taste of microwave popcorn.<br /><br />When I first got my popcorn popper, I just went to the grocery store, picked up a bag of popcorn, some of that powered popcorn butter flavoring and some vegetable oil. It did the job but, like microwave popcorn, just didnt replicate the taste of movie theater popcorn.<br /><br />I searched and read tons of reviews on Amazon and finally decided to order this brand.<br /><br />MY GOD! This IS it! With my first batch, I was blown away by the taste. This tastes exactly like the movie theater popcorn. If not better because you KNOW its fresh.<br /><br />First: The 2.5 ounce packet is enough of a serving for a person. I popped 2 of packets the first time and it was the equivalent of one of those huge buckets you'd get at the theater. I had to share. haha.<br /><br />Second: When I received the box of packets, I thought the oil was going to be a liquid. Its actually a solid. I had first thought I received a old batch but no, thats how its supposed to be.<br /><br />Third: Like the packets tell you... let your popper heat for about 5 minutes, then slide the ""solid"" oil contents into the popper as well as the corn/salt mix. All at the same time.<br /><br />It takes about 2-3 minutes before the popping starts but it'll pop up a TON of popcorn. And again, the taste. WOW! This is the popcorn I've been looking for.",1
1776,"I've been drinking coconut water for years and I've tried them all ONE, Vita Coco, Naked, etc.. Zico was my favorite until this recent change where they added a new ingredient called ""natural flavor"". It use to be be pure coco water but the new ingredient change the taste for me. This was one of the highest reviewed coco waters on Amazon before this change...what a pity...<br />I'm dropping Zico from my auto-ship and going back to something that doesn't have artificial ""natural flavor"" added to what should be pure coco water.",1
1777,"I sent an email to the supplier, asking questions about the cod, since it was not what I expected(I thought it would be dried salt cod) as to how long it would last in the refrigerator, and suggestions as to preparation, and they NEVER got back to me. I stuck it in the freezer...not sure how to deal with it. Lots of money shelled out for fish I cannt prepare as of yet...",0
1778,"I would love it if I could buy Bob's of Red Mill Products.  Unfortunately, they process their items on non-dedicated equipment and our family is tree nut and peanut allergic as well as gluten free.  The sad thing is that this company is slowly moving the competition off the grocery store shelves and making it more and more expensive to find safe alternatives.  We buy from Gluten Free Oats簧 that was founded by a family who has three generations of people with celiac disease and they only do one product so no need to worry about nut contamination.  For flours, we have to buy everything online from lots of different companies now as Arrowhead Mills is all but eliminated from our healthfood store shelves.  If it wasn't for Amazon.com I don't know how I would do all this shopping. Thanks, AMAZON.COM!",0
1779,"I wrote a long review of this product--I purchased three(3)--and then decided it was too long for anyone to wade through.  So the following is the Reader's Digest version:<br />""YOU'LL LOVE IT--OR YOUR MONEY BACK""<br /><br /> That's what's in large print at the top of the Aerogarden guarantee.  And in the TV ad the founder of the company goes even further and says he'll even pay return shipping charges.<br /><br />I don't have my three aerogardens now.  To me they're not worth wasting electricity on.  And did Aerogarden refund my money?  No.  But they did send me a form-type letter indicating no responsibility on their part because more than  36 DAYS had passed and I'd purchased the aerogardens from Amazon.  SO MY SUGGESTION IS TO READ THE FINE PRINT AND GOOD LUCK!",1
1780,"Many European tortes and cookies use ground hazelnuts as the major ingredient, replacing flour. Some examples are Christmas star cookies from Germany which are small iced nut cakes that have a baked-on icing (Zimtsterne.) Tortes frequently use hazelnut flour as the main ingredient. Rather than having to rub off the skins and grind your own, you can buy Bob's Red Mill hazelnut meal instead. Keep it in the freezer or fridge as it can go rancid if you don't use it all up.<br /><br />ZIMTSTERNE (Cinnamon Stars)<br /><br />1 1/2 cups (about 8 ounces) hazelnuts or blanched almonds, finely ground<br /><br />1 teaspoon ground cinnamon<br /><br />3/4 teaspoon grated lemon zest<br /><br />1/4 cup egg whites (about 2 large)<br /><br />Pinch of salt<br /><br />1 1/2 cups confectioners' sugar<br /><br />About 1/2 cup additional confectioners' sugar for rolling<br /><br />1. Preheat the oven to 350 degrees. Line a large baking sheet with parchment paper or aluminum foil.<br /><br />2. Combine the nuts, cinnamon, and zest. Beat the egg whites on low speed until foamy, about 30 seconds. Add the salt, increase the speed to medium-high, and beat until soft peaks form, 1 to 2 minutes. Gradually add the confectioners' sugar and beat until stiff and glossy, 5 to 8 minutes. Reserve one-third of the meringue (about 1/3 cup) and fold the nut mixture into the remaining meringue.<br /><br />3. Place a large piece of waxed paper on a flat surface and sprinkle with additional confectioners' sugar. Place the nut mixture on the sugar, lightly sprinkle with more confectioners' sugar, top with a second piece of waxed paper, and roll out 1/4 inch thick. Remove the top piece of waxed paper. Using a cookie cutter dipped in water, cut into 2-inch star shapes or use a sharp knife to cut into diamonds. Reroll and cut any scraps. Place on the prepared baking sheet.<br /><br />4. Bake until set, 10 to 12 minutes. Spread the reserved meringue over the top of the cookies and bake until the tops are lightly colored, about 5 minutes. Transfer to a rack and let cool.  These cookies set up and dry out over 1 day, so let them alone overnight AT LEAST and keep in a tin to store. If they last...which in our house they don't. They are horribly addictive.<br /><br />Approximately 3 dozen cookies.",1
1781,"I like to consider myself a connoisseur in teas and this is by far one of the WORST blends I have ever had the misfortune to try. This blend tastes like an accumulation of old socks and sweaty feet. Lipton tea is leagues better than this garbage. I have tried the Earl Grey blend by Taylors of Harrogate and it was great; one of my favorite purchases ever. However, this blend turned out to be revolting. I bought this 2 pack, brewed one cup, took one sip and dumped out both packages straight into the trash. Awful tea, would not recommend it to my worst enemy.",0
1782,"In the past, I've had to wake up with a monkey on my back every morning. The knowledge that I would have to go throughout the day, constantly having my jimmies rustled. I've tried to tell my boss about my jimmies, and how he can help them not be rustled, but all he does is laugh it off, rustling me and my jimmies even further. That monkey made my life unbearable.<br /><br />Now, Gorilla Munch has given me a monkey I want on my back. When I first saw this cereal, I knew, I knew that this cereal could keep my jimmies unrustled, and keep me happy. Ever since my first bite, my jimmies feel like they could fly away to a place without rustling. My jimmies have not been rustled since last Thursday.<br /><br />On a more serious note, rustled jimmies have become a worldwide issue. When I had my jimmies rustled, I was not the only one. Across the world, thousands and thousands of people, gorillas, koalas, pandas, penguins, lemurs and coatis have their jimmies rustled by people they thought were their friends.<br /><br />Jimmie rustling needs to be taken to the supreme court. Jimmie rustling needs to have a law, restricting jimmie rustlers from rustling these victims. If you want to help those with rustled jimmies, please buy a box of this cereal.<br /><br />If your wallet has had its jimmies rustled, then please call 1-800-JIM-MIES. Rustlers will be hung up on and reported to the triumverate.",1
1783,"This is naturally sweet and tasty, but doesn't taste like real coconut water.  Tastes vanilla-y as another reviewer has said.  This product would be great for those who don't like the taste of real coco water and want a masked taste.<br /><br />I have tried all major brands -- Zico, One, and VitaCoco.  Zico in the tetrapak comes closest to tasting like the natural product (not the Zico in the bottles, which tastes great but contains additives -- when a manufacturer changes packaging claiming improved, you can be sure something major has changed).  But I have received 2 bad cases of Zico so am leery to order it again.  Both bad batches were on sale, so beware of coco water coupons -- company may be trying to ditch stock.<br /><br />VitaCoco rates about B+ -- sometimes has a pulpy taste, like they scraped too close to the coconut shell when they extracted the juice.  The one time I tried One, I didn't like, but a friends swears by it so I should probably try again.  So I guess for now, I'll order VitaCoco by the case.<br /><br />ps.  I grew up in a tropical country and drank a LOT of coco water right out the shell.",0
1784,I would not buy this from Amazon because they have not provided the nutritional information on the package. I find it ironic that they provide disclaimers about reading the labels when they don't provide the information needed to make an informed choice.,0
1785,I have searched high and low for anything that would satisfy my sweet tooth and chocolate cravings without a ton of fat and sugar.  Well I am now addicted to these.  I LOVE THEM.  I have two a day at least - bad days 3 - very satisfying - feel full afterwards.  With a glass of skim milk is a great snack.  Dropped all candy snacks and other bars - having just these for my snacks - and I've lost 22 lbs - and I do not exercise.  I couldn't be happier.  If you have chocolate cravings or crave snacks - even late at night - you have got to try these.  This is my only review ever - only time I felt so strong about something that I took the time to do it.  Hope you all enjoy as much as I do.  I have them delivered monthly from Amazon automatically for a better price - with free shipping.,1
1786,"Estas pinturas son muy bonitas sin embargo la caja y los recipientes son muy peque&ntilde;os la imagen aparenta que el producto es mas grande sin enbargo cada potecito tienen apenas unos 2,5 cm de altura.",0
1787,"I have used many organic cocoa powder products and have found ""Frontier"" the best value of all.  The powder is very fine and mixes easily in my smoothies.  The price is fantastic for organic AND fair trade.  The Cocoa is tasty, ethically marketed, and reasonably priced: a great buy.",1
1788,"We have a <a href=""http://www.amazon.com/gp/product/B001KYT6CS"">Sodastream Fountain Jet Soda Maker Starter Kit</a> and picked up a bunch of the flavor syrups to try out. Here are my opinions:<br /><br />Caffeine Free Orange - **** (4/5 Stars) Good flavor, my son likes this one the best<br />Caffeine Free Root Beer - *** (3/5 Stars) Just OK, not our favorite<br />Cola - ** (2/5 Stars) Not very good at all, looking for an alternative<br />Cranberry Raspberry - ***** (5/5 Stars) Great tasting, my daughter and my wife both love this one<br />Diet Ginger Ale - **** (4/5 Stars) Good flavor<br />Diet Lemon Lime - ***** (5/5 Stars) Great tasting<br />Dr. Pete - ***** (5/5 Stars) Great tasting<br />Energy Drink - ***** (5/5 Stars) Great tasting, good energy boost as well<br />Ginger Ale - **** (4/5 Stars) Good flavor<br /><br />These syrups are generally good and the ability to make small amounts of our favorite flavors at home is a real luxury!<br /><br />Recommended, with exception of the disappointing ""Cola"" flavor.<br /><br />CFH",1
1789,"All you need with this is a sprinkle...if that.  It does sweeten everything - and is good if you have diabetes or just want to avoid sugar.  Too much and it turns bitter tasting on ya, so not too much.  Some people think there is an after taste...or an off taste - but I don't.  No, its not going to taste like a mouthful of real sugar...but it does add sweetness / like you know, diet coke is sweet but it not coke.  The powder can be messy, the drops are easier - but both cumbersome to carry around with you (big disadvantage).  The little packets of this (and they make them) contain maltodextrin - which I avoid...a filler with a high glycemic index (basically corn starch) so know that in advance.  And the packets some of them contain INULIN which is a fiber - and that can cause painful gas.  This is all I know - I hope its been helpful.  Should you try it?  Yeah.  Don't toss it after your first go'round with it though - give it another try and another until you learn how and when/where it will work best for you.  If you want to cook with this please learn about that on the web - I have no idea about measurement conversions for this.  Enjoy.",1
1790,"After all the reviews i read and the experience i went through after buying this as a gift for my mom i had to come back and leave some proper feedback which i felt went against some of the more ""negative experiences"" others went through when buying this product. it seems like a few people before me had a decent response when it came to the quality of the gift in some of the areas such as delivery time, pricing, and even the assortment of the treats inside the box so i decided i would tackle each of those areas and explain my experience....<br /><br />-Delivery<br />out of everything that surprised me about this gift it was the amount of time it took to arrive that really made me satisfied. i was expecting the gift to arrive no sooner than Dec. 28 but it arrived on the 24th which was perfect timing on my part seeing how it was the only gift i could think about getting for my mom at the time (i ordered this on the 18th).<br /><br />The package itself was in good shape i guess....its just a cardboard box containing 20 or more pieces of candy. in terms of it not being packaged properly, it really wasn't that big of a deal as someone else made it out to be. every piece of candy was wrapped securely and placed in the box with little to no damage done (if i sound like someone who works at the company, i'm not.... i'm just an overall satisfied customer =D )<br /><br />-Price<br />Overall i think this would have to be the weakest area of the entire gift. while the box did contain a large amount of candy, i really don't think its worth $35. if the price was in the area of 18-25 dollars (at the most) then i would have gladly bought another one for my dad but at the time of purchase i was willing to take a chance just to see how good this box really was.<br /><br />I'm not exactly sure what one person was talking about when they said the total cost of their order including s/h was $51.  i managed to buy this for $35 with free s/h arriving 6 days later so.....i really don't understand how it managed to cost that much money in the end.<br /><br />-Selection<br />since i'm technically a 90's kid, there was only a handful of items i actually recognized. the few that i tried were just as i remembered tasting them years ago but i haven't really gotten into more of the older candies my parents were so fond of...<br /><br />-Overall<br />In the end it was a neat gift. it was interesting to see my parents go through the candy and talk about how the pieces they remembered and the ones that were new to them. if your looking for a gift that will bring back memories of a time long ago, you cant do much wrong by buying this as a gift though it will pinch a bit more at your wallet than its really worth. in total worth i would give it a 4/5 but in terms of packaging (which i originally thought was going to be abysmal), the free shipping & handling (must be only for the holidays?) and the ""just in time"" delivery it rounds up to a 5/5<br /><br />-Final Thoughts<br />if there was anything they could have improved on for there page here on amazon it would been a more descriptive list of what all came with the box including pictures of each of the candies inside......just for the consumers sake. sometimes i would like to know a little bit more about what i'm buying. either that or take a bigger picture of the entire product (i would have done it but i wasn't thinking about it at the time i received it)",1
1791,"This gift package would be much improved if the quinoa, mung beans, lentils, Bragg Liquid Aminos, and sprinkle seasoning were left out and replaced with hickory smoked bacon, a fine cheddar spread (with port wine), beer vouchers, and cheese doodles. Then you're talking five star territory.",0
1792,"We just adopted an 11-month old and were having the hardest time getting him to pee outside, even after a whole night of his holding it while in his crate.  We were at the point of having to leave him outside for 30-60 minutes, just to be sure, unless we were lucky enough to see him go sooner than that while watching him from inside the house.<br /><br />I saw the Pee Post at our local pet store and thought it would be worth a shot.  I pounded it into the ground, brought our puppy out on a leash to sniff it, and he went immediately!  It's been several days now and it's worked every time:  bring him out, he pees right away, we get to go back inside and play!<br /><br />He's a terrier and terriers are pretty territorial while always trying to dominate other dogs, so maybe that's why it's so effective with him.  The product also points out that it is more effective with dogs ""who have not established their marking patterns"", which was the case with our guy...",1
1793,"K cups can be expensive and you often have your very own favorite coffee anyway.  Why not reuse those K cups!  This product is easy to use and will enable you to get an even better brew in your Keurig brewer when you use your own coffee.  The refillable brewing accessory for the Keurig makes an acceptable cup of coffee, but not a great cup.  My-Kap makes a huge difference.  The product will be shipped from an independent vendor, but your My-Kaps will arrive within just a few days.  Be sure to place the print on the cap up when you insert it into the K cup so that it will fit easily into the cup.  You will choose the same brew size you normally use with the K cups.  The number  of times you can reuse the K cups varies from coffee company to coffee company, but you will still be able to reuse most of them at least 4 to 6 times.  I have reused several K cups 10 or more times before discarding them.",1
1794,"I grew up in SE Alaska back in the 70's when the transportation infrastructure was not as good as it is today.  Sometimes, things like fresh meats, fruits, vegetables, and dairy were a bit expensive back then.  While fried Spam was not a staple back then for us, it was definitely a regular on the menu.<br /><br />Now in my mid 30s, I work a lot of late nights and was looking for something quick and easy to eat, yet actually has protein and is filling.  Walking down the grocery aisle, it jumped out at me, viola, Spam.<br /><br />While it no longer sports its key that you used to tear away that thin strip of metal, it was just as I remembered.  However, I no longer had the metabolism of a child.  I am already festively plump, so I figured I better lay off the blue Spam.<br /><br />So I decided to give the Turkey Spam a try.  At about half the calories and much less fat, how could I go wrong.<br /><br />What separates Spam from the cheap Wal-Mart knock off for me is that Spam has a nice firm texture which other imitation brands do not seem to have.  While I would give the taste of the Turkey Spam 4 stars, the texture was terrible.  The texture was soft and mushy, much like the imitation Spam products.  Personally, it reminded me of eating a can of cat food.  After eating a few slices, I could not bring myself to finish the can.  I did not try frying it.  Perhaps some further cooking would firm it up a bit.<br /><br />If you are a Spam addict and figure you need to shave some calories out of your diet, it is definitely worth a try.  The taste was not bad at all.  However, if the texture of your mystery meat products is important to you, I'd probably stick to Spam blue.",1
1795,"I've found this chocolate to be a great solution for my low carbohydrate diet.  This chocolate only has 5g net carbs per serving, but I find half a serving to be plenty satisfying for a chocolate fix.  Also, this has no artificial sweeteners, so I don't have to worry about digestive problems.<br /><br />If you don't like dark chocolate, you won't like this.  But if you're willing to savor the cocoa flavor, this is a great way to eat a small amount of chocolate without a lot of sugar.",1
1796,"My Vet recommended these for my dogs.  They completely remove the plack from the dogs teath and eliminated very expensive cleaning of the dogs teath.  It also eliminates putting the dog to sleep while cleaning the teath.  I take my dogs in about once a year and my vet looks at the teath and just says they look great - no cleaning required.  Before I found these, the dogs teath had to be cleaned about every 2 years.  Plus my dogs love the flavor of these.",1
1797,"I have enjoyed ""Goldfish"" and other cheese-based snack crackers since I was a child, but no more. I tried these Cheddar Bunnies as I have enjoyed other products by Annie's, and have now found my all-time favorite snack cracker.<br /><br />From a nutritional standpoint, they are better than many competing products as they have no hydrogenated oils or artificial flavors, and are made from organic ingredients, including real Wisconsin cheddar cheese. The packaging does an excellent job of preserving freshness, the taste is natural and very refreshing for a snack food, and the price is comparable to other non-organic products.<br /><br />I am completely satisfied with these crackers: the are a good value, they compare favorably in the nutritional realm with competitors (although they really don't qualify as ""health food,"" of course,) they taste fantastic, and last but not least, they're fun!",1
1798,"This is great food; it has natural ingredients and is formulated to be as close as possible to a cat's natural diet. I switched my kitten to this food with NO issues, not even the smelly stools others complain about and I'll explain why. I am into body building and diet and I know that when you switch from bad food to good food, you actually need to eat less and adjust from there.<br /><br />The smelly stools occur when there is undigested (unused) protein in the stools. Thus you need to balance your cat's food intake and exercise so that he's getting enough food for his or her energy needs. Too little and your cat will definitely let you know, too much and the stools will let you know.<br /><br />I feed my cat Innova Wet and Dry food, leaving dry food out all day with one serving of wet food in the morning or at lunch time. Unless my cat has finished all his food early on in the day, I don't feed him any more of either; no matter how much he meows (it took about a week or two to change his routine). Also, if he's finished or nearly finished his food by the time I go to bed, I don't refill his bowl till morning.<br /><br />I would strongly recommend consulting your vet and watching your cat closely while adjusting his feeding. Watch for energy levels, alertness, responsiveness and overall demeanor.",1
1799,"I am a GF Newbie.  There I said it. ;-)  In the beginning, I tried to buy all the flours and mix all the ingredients to get a general all purpose gluten free flour.  What a mess, what an expense!  I then started trying the GF Flour blends like Bob's Red Mill, Pamela's etc.  Eh.. didn't care for them.  I stumbled upon Better Batter and gave it a try.  This stuff was made for GF newbies!  Substitution is close to cup for cup for wheat with the addition of a little extra liquid.  I am now making breads, cakes, cookies once again and having them turn out instead of flop or turn into bricks.  Wish I had known about Better Batter when we first started on the gluten free diet.  That would have saved me time and money.",1
1800,When I ordered this I wanted whole chia seeds.  There was nothing in the description indicating that I was ordering anything other than whole chia seeds. The product that arrived at my house was milled chia seeds.  This was not what I ordered and not what I wanted.,0
1801,"I received one of these Bavaria Hams as a gift from a well-meaning, Glazed Ham loving, though non-cooking friend. So, being the nice person that I am, I invited he and some friends over for some Ham, Asparagus and a big pile of Yukon Gold Potato salad. And since it was hotter than blazes inside, I decided to heat the Ham and roast the asparagus and potatoes on the BBQ.<br />I slathered the Ham with my secret BBQ sauce, placed it on the cooler side of the Grill and about 2 hours later we were all sitting down on the patio with a big, hot, delicious, BBQ'd Ham staring us in the face.<br />The French Rose' was poured, the Meal was consumed and a good time was had by all.",0
1802,"Before buying a case from amazon.com, I bought a bottle of this product at the Whole Foods market to try it.  I'm glad I did so.  This product is horrible. I poured the stuff down the drain.  Don't waste your money.  You can brew better green tea from green tea bags at home.  Very bitter taste.  The best bottled green tea I've found thus far is at Trader Joes, their brand.",0
1803,"I'll admit, I am reviewing a product I have not used.  The reason is that wheat gluten is about the #1 cause of allergies in dogs.  When wheat gluten is broken down it gets very sticky, so it coats the cilia of the digestive tract.  This can cause irritation, and cause the immune system to actually destroy the lining of the intestines.  This means that your pup might not be able to absorb all the nutrients he is eating.<br /><br />Often allergies show up as 'hot spots' where the dog gets itchy and possibly scratches fur off.  The problem with food allergies is it's possible that they won't be obvious because all the damage will be internal.<br /><br />So, I have not seen a problem with this product, but I have known dogs who have had terrible reactions to wheat.  It's the same things as ""gluten intolerance""in humans, but it's much more common in dogs who are not quite as good at digesting grains.  Wheat flour can be bad enough, but including concentrated wheat protein is much worse - because that is what causes the allergies.",0
1804,"When you go through K-cups like I do, this large quantity purchase is perfect.  Hazelnut is always a favorite and this particular brand holds up to a generous cup serving.  Some brands get too watered down in a large mug, but this has body enough to take it.  Since I store my K-cups in a drawer, it doesn't matter that the shipping box is a bare bones container.  I just appreciate the value.  All in all, it's a great way to buy K-cups in quantity.  Highly recommended.",1
1805,"Red Vines are so good. I grew up in the West eating them at the movies. Since moving out East, they are very hard to find and I have found that the majority of people have no idea what they are. I ordered a tub and they were sooooo soft and fresh! I brought the tub in to share with my East coast friends and they hated them...said Twizzlers were much better. Of course that is total garbage. Eating Twizzlers is like eating a candle; they are SO waxy. Anyway, back on the subject, the Red Vines were shipped quickly, and were totally soft and fresh! You must get some!",1
1806,"I bought these as the price was right and I thought the kids would like them. Kids think they are to spicy, I think they are outright terrible. TI will probably end up feeding these to my dogs. They will eat anything. Would not recommend these to anyone.",0
1807,"I love the popcorn, but the shipping costs are INSANE!! A total rip off. Wabash Valley Farms or Amazon or whoever is charging the shipping is out of their mind. 5 Stars for the popcorn. Minus 4 stars for the terrible cost associated with shipping. Argh...Yes, the popcorn is tender and luscious, and it melts in your mouth like you're eating cooked grasshoppers, but come on!!! Can't you ship this product for less?<br /><br />Shipping the 6 pound bag is even worse. *sigh* Too bad really.",1
1808,"Fate has smiled upon you today, for you have stumbled upon a review of the best corn chips on the planet.  Yes they really are that good.<br /><br />I'm not in thrall of the whole ""organic"" thing generally, but I have to say these blue corn chips themselves are somehow FAR better than competitors. Crisp and thick cut, a strong corn taste. You probably don't think a chip can have a strong corn taste, but these do, because unlike competitors they're not cooked in a month old batch of mystery oil.<br /><br />The person who came up with this ""red hot"" flavoring is a genius, this is the best flavoring for chips ever invented.  It will make your toes curl and your eyes roll back into your head.  It is only a little hot, but it builds up a bit if you eat the whole darn bag, which you almost certainly will.<br /><br />I also recommend their plain blue corn chips for dips, but for the love of everything that is good don't get the unsalted ones.",1
1809,"I built a house out of these. It was great, until it rained. Then some of the house disappeared. Good thing there was plenty of shell in these or I wouldn't have a house anymore.",0
